imagesPath,annotationPath
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1022.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1022.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1023.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1023.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1024.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1024.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1025.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1025.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1026.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1026.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1027.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1027.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1028.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1028.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1029.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1029.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers103.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers103.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1030.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1030.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1031.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1031.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1032.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1032.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1033.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1033.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1034.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1034.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1035.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1035.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1036.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1036.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1037.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1037.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1038.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1038.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1039.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1039.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers104.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers104.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1040.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1040.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1041.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1041.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1042.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1042.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1043.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1043.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1044.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1044.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1045.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1045.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1046.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1046.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1047.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1047.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1048.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1048.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1049.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1049.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers105.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers105.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1050.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1050.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1051.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1051.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1052.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1052.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1053.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1053.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1054.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1054.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1055.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1055.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1056.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1056.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1057.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1057.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1058.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1058.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1059.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1059.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers106.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers106.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1060.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1060.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1061.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1061.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1062.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1062.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1063.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1063.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1064.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1064.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1065.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1065.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1066.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1066.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1067.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1067.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1068.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1068.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1069.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1069.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers107.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers107.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1070.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1070.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1071.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1071.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1072.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1072.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1073.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1073.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1074.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1074.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1075.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1075.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1076.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1076.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1077.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1077.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1078.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1078.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1079.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1079.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers108.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers108.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1080.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1080.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1081.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1081.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1082.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1082.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1083.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1083.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1084.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1084.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1085.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1085.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1086.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1086.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1087.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1087.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1088.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1088.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1089.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1089.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers109.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers109.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1090.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1090.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1091.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1091.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1092.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1092.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1093.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1093.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1094.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1094.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1095.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1095.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1096.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1096.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1097.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1097.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1098.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1098.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1099.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1099.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers11.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers11.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers110.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers110.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1100.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1100.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1101.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1101.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1102.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1102.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1103.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1103.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1104.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1104.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1105.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1105.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1106.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1106.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1107.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1107.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1108.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1108.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1109.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1109.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers111.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers111.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1110.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1110.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1111.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1111.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1112.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1112.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1113.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1113.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1114.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1114.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1115.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1115.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1116.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1116.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1117.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1117.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1118.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1118.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1119.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1119.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers112.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers112.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1120.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1120.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1121.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1121.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1122.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1122.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1123.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1123.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1124.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1124.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1125.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1125.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1126.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1126.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1127.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1127.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1128.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1128.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1129.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1129.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers113.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers113.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1130.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1130.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1131.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1131.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1132.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1132.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1133.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1133.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1134.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1134.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1135.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1135.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1136.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1136.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1137.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1137.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1138.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1138.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1139.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1139.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers114.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers114.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1140.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1140.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1141.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1141.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1142.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1142.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1143.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1143.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1144.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1144.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1145.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1145.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1146.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1146.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1147.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1147.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1148.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1148.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1149.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1149.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers115.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers115.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1150.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1150.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1151.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1151.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1152.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1152.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1153.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1153.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1154.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1154.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1155.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1155.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1156.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1156.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1157.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1157.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1158.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1158.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1159.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1159.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers116.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers116.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1160.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1160.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1161.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1161.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1162.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1162.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1163.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1163.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1164.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1164.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1165.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1165.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1166.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1166.xml
/content/drive/MyDrive/HardHatDetection/obj/hard_hat_workers1167.png,/content/drive/MyDrive/HardHatDetection/annotations/hard_hat_workers1167.xml
